sensor,mean_abs_shap,shap_lift,spc_flag_rate
sensor_030,0.0004680844558602572,8.118425540318695e-05,0.012711864406779662
sensor_217,0.00046485832707990777,-2.8546809740411307e-05,0.012711864406779662
sensor_367,0.00045747337135563707,-0.00011033493368146647,0.0211864406779661
sensor_198,0.0004494203783794316,0.0002758984794633493,0.00423728813559322
sensor_087,0.0004487737557303426,-0.00019063340181469876,0.00423728813559322
sensor_169,0.00044361399930025163,4.019602620427426e-06,0.00423728813559322
sensor_108,0.00044337320348074614,-0.0004915825928090566,0.0
sensor_211,0.00043825883080120834,-0.00011445510190919927,0.012711864406779662
sensor_093,0.00042800326650950217,-0.00010694526162604034,0.029661016949152543
sensor_485,0.000422979013233909,0.0001933953325334621,0.01694915254237288
sensor_419,0.0004165618528978914,-7.89160120264528e-05,0.0
sensor_002,0.00041466811645188913,0.0002921264028608732,0.00847457627118644
sensor_154,0.00040096251165394153,0.00011698319501064961,0.0
sensor_268,0.0004002459671817991,0.00018057621727357375,0.0
sensor_003,0.0003993749790491059,-1.2359484984885566e-06,0.0211864406779661
sensor_089,0.0003911380631337727,-0.00012826518387193048,0.012711864406779662
sensor_185,0.0003910660931203137,0.00022385028474879027,0.0
sensor_023,0.000386123390502693,-8.025712063655722e-05,0.029661016949152543
sensor_572,0.0003843914566964178,0.00019947061925154483,0.05508474576271186
sensor_482,0.00038105534965554,1.8051515487959576e-05,0.0
sensor_474,0.0003747800282502494,0.00018369993422097378,0.00847457627118644
sensor_136,0.00037369183983937626,0.00018395559021101347,0.0
sensor_255,0.00037187462109049664,3.008768968682064e-05,0.0
sensor_248,0.00036881685379407174,-3.5413421745918565e-05,0.0
sensor_204,0.0003674086008590805,0.00017972970068138815,0.0
sensor_413,0.00036671380949732525,-0.00011446798956800888,0.00847457627118644
sensor_071,0.00036489657089935017,5.473333208889579e-05,0.025423728813559324
sensor_173,0.00035145913928094245,0.00015577882697875693,0.0
sensor_496,0.0003446477853602117,-5.6763647151388655e-06,0.01694915254237288
sensor_142,0.00034439427504977705,-3.13674453985248e-05,0.012711864406779662
sensor_167,0.0003427880260923162,-0.00017970910087436985,0.00423728813559322
sensor_095,0.00033511230176804516,1.8633708892821395e-06,0.012711864406779662
sensor_239,0.0003222305786595633,0.00025433020165576694,0.00423728813559322
sensor_278,0.0003011671250179091,0.00021828017747476354,0.00847457627118644
sensor_166,0.00029514115815306086,-0.00014075832125455046,0.00847457627118644
sensor_544,0.0002939549790354227,5.648231120866076e-05,0.00423728813559322
sensor_222,0.0002889575481360685,-9.172510645794193e-05,0.0
sensor_224,0.00028642273026907307,0.00019681547574035144,0.01694915254237288
sensor_368,0.0002857776505395438,-3.450212622346461e-05,0.01694915254237288
sensor_558,0.00028065388197600255,9.309975047674676e-05,0.0211864406779661
sensor_094,0.0001706196392855595,7.727982351087287e-05,0.0211864406779661
sensor_101,0.00011108255499608092,0.00010953646213635047,0.01694915254237288
sensor_074,0.0,0.0,0.0
sensor_114,0.0,0.0,0.0
sensor_521,0.0,0.0,0.00423728813559322
